P1,P1_House,Aspect,P2,P2_House,EventType,Type,Date,Time,Timezone,Age,Pos1_Deg,Pos1_Sign,Pos1_Dir,Pos2_Deg,Pos2_Sign,Pos2_Dir
Moon,9,Sextile,Mars,10,Void,Tr-Tr,2026-05-10,13:08:49,AWST,28.392,23.4,Aquarius,Dir,23.4,Aries,Dir
Jupiter,1,Sesquiquadrate,NorthNode,9,Exact,Tr-Tr,2026-05-10,18:38:16,AWST,28.392,20.3,Cancer,Dir,5.3,Pisces,Rx
Neptune,10,Semi-Square,Jupiter,8,Enter,Tr-Na,2026-05-10,22:40:32,AWST,28.393,3.533,Aries,Dir,19.533,Aquarius,Dir
Jupiter,1,Sesquiquadrate,Uranus,9,Exact,Tr-Sa,2026-05-11,00:34:36,AWST,28.393,20.35,Cancer,Dir,5.35,Pisces,Dir
Moon,9,Conjunction,Pisces,9,SignIngress,Tr-Tr,2026-05-11,01:39:22,AWST,28.393,0.0,Pisces,Dir,0.0,Pisces,Dir
Neptune,10,Sextile,Venus,8,Leave,Tr-Na,2026-05-11,02:45:05,AWST,28.393,3.55,Aries,Dir,2.55,Aquarius,Dir
Jupiter,1,Square,MC,10,Exact,Tr-Sp,2026-05-11,11:49:08,AWST,28.394,20.417,Cancer,Dir,20.417,Aries,Dir
Jupiter,1,Square,MC,10,Exact,Tr-Sa,2026-05-11,11:49:08,AWST,28.394,20.417,Cancer,Dir,20.417,Aries,Dir
NorthNode,9,Square,Pluto,6,Leave,Tr-Na,2026-05-11,13:44:33,AWST,28.394,5.267,Pisces,Rx,6.267,Sagittarius,Dir
Jupiter,1,Trine,MC,10,Enter,Tr-Na,2026-05-11,22:07:54,AWST,28.395,20.483,Cancer,Dir,21.483,Pisces,Dir
Jupiter,1,Quincunx,Jupiter,8,Leave,Tr-Na,2026-05-12,05:42:40,AWST,28.396,20.533,Cancer,Dir,19.533,Aquarius,Dir
Moon,10,Square,Venus,12,Void,Tr-Tr,2026-05-12,18:04:13,AWST,28.398,22.05,Pisces,Dir,22.05,Gemini,Dir
NorthNode,9,Sextile,Pluto,6,Exact,Tr-Sa,2026-05-12,19:00:13,AWST,28.398,5.2,Pisces,Rx,5.2,Capricorn,Rx
Moon,10,Conjunction,Aries,10,SignIngress,Tr-Tr,2026-05-13,08:03:37,AWST,28.399,0.0,Aries,Dir,0.0,Aries,Dir
Saturn,10,Semi-Square,Jupiter,9,Exact,Tr-Sp,2026-05-13,09:17:54,AWST,28.399,10.45,Aries,Dir,25.45,Aquarius,Dir
Pluto,8,Semi-Square,MC,10,Leave,Tr-Na,2026-05-14,02:49:57,AWST,28.401,5.483,Aquarius,Rx,21.483,Pisces,Dir
Moon,11,Conjunction,Mars,11,Void,Tr-Tr,2026-05-15,05:32:40,AWST,28.404,26.95,Aries,Dir,26.95,Aries,Dir
Moon,11,Conjunction,Taurus,11,SignIngress,Tr-Tr,2026-05-15,10:31:03,AWST,28.405,0.0,Taurus,Dir,0.0,Taurus,Dir
Jupiter,1,Sesquiquadrate,NorthNode,9,Leave,Tr-Tr,2026-05-15,10:43:20,AWST,28.405,21.067,Cancer,Dir,5.067,Pisces,Rx
Uranus,11,Trine,Mars,8,Leave,Tr-Na,2026-05-15,18:04:20,AWST,28.406,1.083,Gemini,Dir,0.083,Aquarius,Dir
NorthNode,9,Sextile,Mercury,6,Enter,Tr-Sp,2026-05-16,09:02:09,AWST,28.408,5.017,Pisces,Rx,4.017,Capricorn,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Enter,Tr-Sp,2026-05-16,10:33:10,AWST,28.408,21.233,Cancer,Dir,7.233,Sagittarius,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Exact,Tr-Na,2026-05-16,16:22:26,AWST,28.408,21.267,Cancer,Dir,6.267,Sagittarius,Dir
Jupiter,1,Sesquiquadrate,Uranus,9,Leave,Tr-Sa,2026-05-17,06:28:49,AWST,28.410,21.367,Cancer,Dir,5.367,Pisces,Dir
Moon,11,Conjunction,Mercury,11,Void,Tr-Tr,2026-05-17,09:02:02,AWST,28.410,29.133,Taurus,Dir,29.133,Taurus,Dir
Chiron,11,Sextile,Neptune,9,Leave,Tr-Sa,2026-05-17,09:13:59,AWST,28.410,28.4,Aries,Dir,27.4,Aquarius,Dir
Moon,11,Conjunction,Gemini,11,SignIngress,Tr-Tr,2026-05-17,10:22:56,AWST,28.410,0.0,Gemini,Dir,0.0,Gemini,Dir
Jupiter,1,Quincunx,Mars,8,Enter,Tr-Sp,2026-05-17,16:05:19,AWST,28.411,21.433,Cancer,Dir,22.433,Aquarius,Dir
Jupiter,1,Square,MC,10,Leave,Tr-Sa,2026-05-17,17:00:44,AWST,28.411,21.433,Cancer,Dir,20.433,Aries,Dir
Jupiter,1,Square,MC,10,Leave,Tr-Sp,2026-05-17,17:00:44,AWST,28.411,21.433,Cancer,Dir,20.433,Aries,Dir
Chiron,11,Sesquiquadrate,NorthNode,3,Enter,Tr-Na,2026-05-17,22:32:26,AWST,28.412,28.433,Aries,Dir,14.433,Virgo,Rx
Jupiter,1,Trine,MC,10,Exact,Tr-Na,2026-05-18,00:14:15,AWST,28.412,21.483,Cancer,Dir,21.483,Pisces,Dir
Moon,12,Sextile,Saturn,10,Void,Tr-Tr,2026-05-18,03:35:41,AWST,28.412,10.933,Gemini,Dir,10.933,Aries,Dir
Pluto,8,Opposition,ASC,2,Exact,Tr-Sa,2026-05-18,05:51:23,AWST,28.413,5.467,Aquarius,Rx,5.467,Leo,Dir
Chiron,11,Square,Neptune,7,Exact,Tr-Na,2026-05-18,07:57:51,AWST,28.413,28.467,Aries,Dir,28.467,Capricorn,Dir
Chiron,11,Square,ASC,2,Enter,Tr-Sp,2026-05-18,16:53:08,AWST,28.414,28.483,Aries,Dir,29.483,Cancer,Dir
Chiron,11,Square,Neptune,8,Enter,Tr-Sp,2026-05-18,20:24:24,AWST,28.414,28.483,Aries,Dir,29.483,Capricorn,Dir
Moon,12,Conjunction,Cancer,12,SignIngress,Tr-Tr,2026-05-19,09:46:00,AWST,28.416,0.0,Cancer,Dir,0.0,Cancer,Dir
Jupiter,1,Opposition,Mercury,7,Enter,Tr-Sa,2026-05-20,07:16:08,AWST,28.418,21.883,Cancer,Dir,22.883,Capricorn,Rx
Moon,1,Conjunction,Jupiter,1,Void,Tr-Tr,2026-05-20,21:26:40,AWST,28.420,21.983,Cancer,Dir,21.983,Cancer,Dir
Moon,3,Quincunx,Mars,8,Leave,Sp-Na,2026-05-20,23:01:32,AWST,28.420,1.083,Virgo,Dir,0.083,Aquarius,Dir
Moon,2,Conjunction,Leo,2,SignIngress,Tr-Tr,2026-05-21,10:47:36,AWST,28.421,0.0,Leo,Dir,0.0,Leo,Dir
Moon,2,Trine,Saturn,10,Void,Tr-Tr,2026-05-22,06:05:21,AWST,28.424,11.333,Leo,Dir,11.333,Aries,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Exact,Tr-Sp,2026-05-22,06:43:21,AWST,28.424,22.233,Cancer,Dir,7.233,Sagittarius,Dir
Saturn,11,Sesquiquadrate,Sun,6,Leave,Sa-Na,2026-05-22,07:36:56,AWST,28.424,12.483,Taurus,Dir,26.483,Sagittarius,Dir
Neptune,8,Opposition,ASC,2,Exact,Sp-Sp,2026-05-22,12:07:13,AWST,28.424,29.483,Capricorn,Dir,29.483,Cancer,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Leave,Tr-Na,2026-05-22,12:11:17,AWST,28.424,22.267,Cancer,Dir,6.267,Sagittarius,Dir
Uranus,11,Square,Venus,9,Exact,Tr-Sa,2026-05-22,22:22:20,AWST,28.426,1.5,Gemini,Dir,1.5,Pisces,Dir
Saturn,10,Semi-Square,Neptune,9,Enter,Tr-Sa,2026-05-23,06:05:21,AWST,28.426,11.417,Aries,Dir,27.417,Aquarius,Dir
Jupiter,1,Quincunx,Mars,8,Exact,Tr-Sp,2026-05-23,12:26:41,AWST,28.427,22.45,Cancer,Dir,22.45,Aquarius,Dir
Saturn,10,Semi-Square,Jupiter,9,Leave,Tr-Sp,2026-05-23,13:07:07,AWST,28.427,11.45,Aries,Dir,25.45,Aquarius,Dir
Uranus,11,Trine,Venus,8,Enter,Tr-Na,2026-05-23,13:22:56,AWST,28.427,1.55,Gemini,Dir,2.55,Aquarius,Dir
Moon,3,Conjunction,Virgo,3,SignIngress,Tr-Tr,2026-05-23,14:56:58,AWST,28.427,0.0,Virgo,Dir,0.0,Virgo,Dir
Jupiter,1,Trine,MC,10,Leave,Tr-Na,2026-05-23,18:29:42,AWST,28.428,22.483,Cancer,Dir,21.483,Pisces,Dir
ASC,2,Sesquiquadrate,MC,10,Enter,Sa-Na,2026-05-24,12:38:48,AWST,28.430,5.483,Leo,Dir,21.483,Pisces,Dir
Moon,4,Sextile,Jupiter,1,Void,Tr-Tr,2026-05-25,08:54:06,AWST,28.432,22.783,Virgo,Dir,22.783,Cancer,Dir
Moon,4,Conjunction,Libra,4,SignIngress,Tr-Tr,2026-05-25,22:34:05,AWST,28.434,0.0,Libra,Dir,0.0,Libra,Dir
Jupiter,1,Opposition,Mercury,7,Exact,Tr-Sa,2026-05-26,01:08:33,AWST,28.434,22.9,Cancer,Dir,22.9,Capricorn,Rx
NorthNode,9,Quincunx,ASC,2,Leave,Tr-Sa,2026-05-26,03:45:10,AWST,28.434,4.5,Pisces,Rx,5.5,Leo,Dir
Jupiter,1,Quincunx,Mercury,6,Enter,Tr-Na,2026-05-26,04:48:37,AWST,28.434,22.933,Cancer,Dir,23.933,Sagittarius,Rx
Pluto,8,Conjunction,Uranus,8,Leave,Tr-Na,2026-05-26,05:17:08,AWST,28.435,5.417,Aquarius,Rx,6.417,Aquarius,Dir
NorthNode,9,Semi-Square,MC,10,Leave,Tr-Sp,2026-05-26,17:28:23,AWST,28.436,4.467,Pisces,Rx,20.467,Aries,Dir
NorthNode,9,Semi-Square,MC,10,Leave,Tr-Sa,2026-05-26,17:28:23,AWST,28.436,4.467,Pisces,Rx,20.467,Aries,Dir
Chiron,11,Sesquiquadrate,NorthNode,3,Leave,Tr-Sp,2026-05-27,07:26:37,AWST,28.438,28.933,Aries,Dir,12.933,Virgo,Rx
Moon,4,Square,Jupiter,1,Void,Tr-Tr,2026-05-27,19:32:12,AWST,28.439,23.217,Libra,Dir,23.217,Cancer,Dir
Jupiter,1,Sesquiquadrate,Pluto,6,Leave,Tr-Sp,2026-05-27,20:30:59,AWST,28.439,23.233,Cancer,Dir,7.233,Sagittarius,Dir
NorthNode,9,Conjunction,Uranus,9,Leave,Tr-Sa,2026-05-28,00:45:44,AWST,28.439,4.4,Pisces,Rx,5.4,Pisces,Dir
Moon,5,Conjunction,Scorpio,5,SignIngress,Tr-Tr,2026-05-28,08:52:28,AWST,28.440,0.0,Scorpio,Dir,0.0,Scorpio,Dir
Chiron,11,Sesquiquadrate,Chiron,6,Leave,Tr-Sa,2026-05-28,12:43:30,AWST,28.441,29.0,Aries,Dir,13.0,Sagittarius,Dir
Saturn,10,Quincunx,NorthNode,3,Enter,Tr-Sp,2026-05-28,19:30:52,AWST,28.442,11.933,Aries,Dir,12.933,Virgo,Rx
Jupiter,1,Quincunx,Mars,8,Leave,Tr-Sp,2026-05-29,02:32:53,AWST,28.442,23.45,Cancer,Dir,22.45,Aquarius,Dir
Saturn,10,Trine,Chiron,6,Enter,Tr-Sa,2026-05-29,13:07:34,AWST,28.444,12.0,Aries,Dir,13.0,Sagittarius,Dir
Chiron,11,Sextile,Mars,9,Exact,Tr-Sa,2026-05-30,02:48:52,AWST,28.445,29.067,Aries,Dir,29.067,Aquarius,Dir
Moon,5,Trine,Jupiter,1,Void,Tr-Tr,2026-05-30,08:04:35,AWST,28.446,23.683,Scorpio,Dir,23.683,Cancer,Dir
Chiron,11,Square,Mars,8,Enter,Tr-Na,2026-05-30,10:44:36,AWST,28.446,29.083,Aries,Dir,0.083,Aquarius,Dir
NorthNode,9,Sextile,Pluto,6,Leave,Tr-Sa,2026-05-30,17:37:17,AWST,28.447,4.25,Pisces,Rx,5.25,Capricorn,Rx
Moon,5,Conjunction,Sagittarius,5,SignIngress,Tr-Tr,2026-05-30,20:44:45,AWST,28.447,0.0,Sagittarius,Dir,0.0,Sagittarius,Dir
Jupiter,1,Opposition,Mercury,7,Leave,Tr-Sa,2026-05-31,13:19:17,AWST,28.449,23.917,Cancer,Dir,22.917,Capricorn,Rx
Jupiter,1,Quincunx,Mercury,6,Exact,Tr-Na,2026-05-31,14:53:28,AWST,28.449,23.933,Cancer,Dir,23.933,Sagittarius,Rx
Moon,6,Trine,Saturn,10,Void,Tr-Tr,2026-05-31,21:20:58,AWST,28.450,12.2,Sagittarius,Dir,12.2,Aries,Dir
Moon,6,Conjunction,Capricorn,6,SignIngress,Tr-Tr,2026-06-02,09:19:12,AWST,28.454,0.0,Capricorn,Dir,0.0,Capricorn,Dir
Neptune,10,Square,Mercury,6,Exact,Tr-Sp,2026-06-02,10:29:09,AWST,28.454,4.067,Aries,Dir,4.067,Capricorn,Dir
NorthNode,9,Sextile,Mercury,6,Exact,Tr-Sp,2026-06-03,01:23:12,AWST,28.456,4.083,Pisces,Rx,4.083,Capricorn,Dir
Jupiter,1,Quincunx,Jupiter,9,Enter,Tr-Sp,2026-06-03,10:23:02,AWST,28.457,24.45,Cancer,Dir,25.45,Aquarius,Dir
Jupiter,1,Opposition,Sun,7,Enter,Tr-Sa,2026-06-03,14:05:16,AWST,28.457,24.483,Cancer,Dir,25.483,Capricorn,Dir
Jupiter,1,Opposition,Sun,7,Enter,Tr-Sp,2026-06-03,14:05:16,AWST,28.457,24.483,Cancer,Dir,25.483,Capricorn,Dir
Moon,3,Quincunx,Venus,8,Enter,Sp-Na,2026-06-03,15:40:28,AWST,28.458,1.55,Virgo,Dir,2.55,Aquarius,Dir
Saturn,10,Opposition,NorthNode,4,Enter,Tr-Sa,2026-06-03,17:14:37,AWST,28.458,12.433,Aries,Dir,13.433,Libra,Rx
Saturn,10,Semi-Square,Neptune,9,Exact,Tr-Sa,2026-06-03,23:46:47,AWST,28.459,12.45,Aries,Dir,27.45,Aquarius,Dir
Sun,7,Conjunction,Venus,7,Enter,Sp-Sp,2026-06-04,05:32:46,AWST,28.459,25.483,Capricorn,Dir,26.483,Capricorn,Rx
Neptune,10,Sesquiquadrate,Moon,2,Leave,Tr-Na,2026-06-04,08:20:16,AWST,28.460,4.1,Aries,Dir,18.1,Leo,Dir
Moon,7,Opposition,Jupiter,1,Void,Tr-Tr,2026-06-04,11:04:11,AWST,28.460,24.65,Capricorn,Dir,24.65,Cancer,Dir
Saturn,10,Conjunction,Saturn,10,Enter,Tr-Na,2026-06-04,21:27:13,AWST,28.461,12.533,Aries,Dir,13.533,Aries,Dir
Moon,8,Conjunction,Aquarius,8,SignIngress,Tr-Tr,2026-06-04,21:45:32,AWST,28.461,0.0,Aquarius,Dir,0.0,Aquarius,Dir
Jupiter,1,Quincunx,Mercury,6,Leave,Tr-Na,2026-06-05,20:36:09,AWST,28.464,24.933,Cancer,Dir,23.933,Sagittarius,Rx
Moon,8,Trine,Sun,12,Void,Tr-Tr,2026-06-06,03:50:38,AWST,28.464,15.15,Aquarius,Dir,15.15,Gemini,Dir
Jupiter,9,Semi-Square,Venus,8,Leave,Sa-Na,2026-06-06,16:30:20,AWST,28.466,18.55,Pisces,Dir,2.55,Aquarius,Dir
Chiron,11,Sesquiquadrate,NorthNode,3,Exact,Tr-Na,2026-06-06,19:30:28,AWST,28.466,29.433,Aries,Dir,14.433,Virgo,Rx
Chiron,11,Square,Neptune,7,Leave,Tr-Na,2026-06-07,06:52:56,AWST,28.468,29.467,Aries,Dir,28.467,Capricorn,Dir
Moon,9,Conjunction,Pisces,9,SignIngress,Tr-Tr,2026-06-07,08:42:42,AWST,28.468,0.0,Pisces,Dir,0.0,Pisces,Dir
Chiron,11,Square,Neptune,8,Exact,Tr-Sp,2026-06-07,23:04:48,AWST,28.469,29.483,Aries,Dir,29.483,Capricorn,Dir
Pluto,8,Sextile,Pluto,6,Leave,Tr-Na,2026-06-08,13:03:35,AWST,28.471,5.267,Aquarius,Rx,6.267,Sagittarius,Dir
Jupiter,1,Quincunx,Jupiter,9,Exact,Tr-Sp,2026-06-08,14:30:02,AWST,28.471,25.467,Cancer,Dir,25.467,Aquarius,Dir
Jupiter,1,Opposition,Venus,7,Enter,Tr-Sp,2026-06-08,17:00:43,AWST,28.471,25.483,Cancer,Dir,26.483,Capricorn,Rx
Jupiter,1,Quincunx,Sun,6,Enter,Tr-Na,2026-06-08,18:10:54,AWST,28.472,25.483,Cancer,Dir,26.483,Sagittarius,Dir
Chiron,11,Square,ASC,2,Exact,Tr-Sp,2026-06-08,18:37:25,AWST,28.472,29.533,Aries,Dir,29.533,Cancer,Dir
Jupiter,1,Opposition,Sun,7,Exact,Tr-Sa,2026-06-08,19:29:20,AWST,28.472,25.5,Cancer,Dir,25.5,Capricorn,Dir
Jupiter,1,Opposition,Sun,7,Exact,Tr-Sp,2026-06-08,19:29:20,AWST,28.472,25.5,Cancer,Dir,25.5,Capricorn,Dir
Moon,10,Trine,Jupiter,1,Void,Tr-Tr,2026-06-09,08:38:26,AWST,28.473,25.617,Pisces,Dir,25.617,Cancer,Dir
Moon,10,Conjunction,Aries,10,SignIngress,Tr-Tr,2026-06-09,16:33:19,AWST,28.474,0.0,Aries,Dir,0.0,Aries,Dir
Uranus,11,Trine,Venus,8,Exact,Tr-Na,2026-06-09,20:25:46,AWST,28.475,2.55,Gemini,Dir,2.55,Aquarius,Dir
Saturn,10,Quincunx,NorthNode,3,Exact,Tr-Sp,2026-06-10,02:24:52,AWST,28.475,12.933,Aries,Dir,12.933,Virgo,Rx
Uranus,11,Square,Venus,9,Leave,Tr-Sa,2026-06-10,02:30:15,AWST,28.475,2.567,Gemini,Dir,1.567,Pisces,Dir
Uranus,11,Square,NorthNode,9,Enter,Tr-Tr,2026-06-11,09:59:58,AWST,28.479,2.633,Gemini,Dir,3.633,Pisces,Rx
Saturn,10,Trine,Chiron,6,Exact,Tr-Sa,2026-06-11,12:14:31,AWST,28.479,13.033,Aries,Dir,13.033,Sagittarius,Dir
Neptune,10,Sextile,Pluto,8,Enter,Tr-Tr,2026-06-11,13:02:42,AWST,28.479,4.217,Aries,Dir,5.217,Aquarius,Rx
Moon,11,Square,Venus,1,Void,Tr-Tr,2026-06-11,16:22:10,AWST,28.480,27.533,Aries,Dir,27.533,Cancer,Dir
Moon,11,Conjunction,Taurus,11,SignIngress,Tr-Tr,2026-06-11,20:28:05,AWST,28.480,0.0,Taurus,Dir,0.0,Taurus,Dir
Mercury,6,Sesquiquadrate,Moon,2,Leave,Sp-Na,2026-06-12,01:10:58,AWST,28.481,4.1,Capricorn,Dir,18.1,Leo,Dir
Saturn,10,Semi-Square,Mars,9,Enter,Tr-Sa,2026-06-12,14:26:57,AWST,28.482,13.117,Aries,Dir,29.117,Aquarius,Dir
Jupiter,1,Quincunx,Jupiter,9,Leave,Tr-Sp,2026-06-13,15:20:46,AWST,28.485,26.467,Cancer,Dir,25.467,Aquarius,Dir
Moon,11,Sextile,Jupiter,1,Void,Tr-Tr,2026-06-13,15:30:08,AWST,28.485,26.467,Taurus,Dir,26.467,Cancer,Dir
Jupiter,1,Opposition,Venus,7,Exact,Tr-Sp,2026-06-13,16:25:39,AWST,28.485,26.467,Cancer,Dir,26.467,Capricorn,Rx
Jupiter,1,Quincunx,Neptune,9,Enter,Tr-Sa,2026-06-13,17:38:56,AWST,28.485,26.483,Cancer,Dir,27.483,Aquarius,Dir
Jupiter,1,Quincunx,Sun,6,Exact,Tr-Na,2026-06-13,18:34:07,AWST,28.485,26.483,Cancer,Dir,26.483,Sagittarius,Dir
Moon,11,Conjunction,Gemini,11,SignIngress,Tr-Tr,2026-06-13,21:05:58,AWST,28.486,0.0,Gemini,Dir,0.0,Gemini,Dir
Jupiter,1,Opposition,Sun,7,Leave,Tr-Sp,2026-06-13,21:31:48,AWST,28.486,26.517,Cancer,Dir,25.517,Capricorn,Dir
Jupiter,1,Opposition,Sun,7,Leave,Tr-Sa,2026-06-13,21:31:48,AWST,28.486,26.517,Cancer,Dir,25.517,Capricorn,Dir
Moon,12,Conjunction,Sun,12,Void,Tr-Tr,2026-06-15,10:54:06,AWST,28.490,24.05,Gemini,Dir,24.05,Gemini,Dir
Moon,12,Conjunction,Cancer,12,SignIngress,Tr-Tr,2026-06-15,20:14:10,AWST,28.491,0.0,Cancer,Dir,0.0,Cancer,Dir
Jupiter,1,Semi-Square,NorthNode,3,Enter,Tr-Sp,2026-06-15,22:23:46,AWST,28.491,26.933,Cancer,Dir,12.933,Virgo,Rx
Saturn,10,Conjunction,Saturn,10,Enter,Tr-Sp,2026-06-16,08:06:39,AWST,28.492,13.367,Aries,Dir,14.367,Aries,Dir
Jupiter,1,Sesquiquadrate,Chiron,6,Enter,Tr-Sa,2026-06-16,12:11:43,AWST,28.493,27.05,Cancer,Dir,13.05,Sagittarius,Dir
Neptune,9,Sextile,Sun,6,Leave,Sa-Na,2026-06-16,12:12:39,AWST,28.493,27.483,Aquarius,Dir,26.483,Sagittarius,Dir
Uranus,12,Conjunction,HouseCusp,12,HouseChange,Tr-Na,2026-06-17,10:11:24,AWST,28.495,2.967,Gemini,Dir,2.967,Gemini,Dir
Saturn,10,Quincunx,NorthNode,3,Enter,Tr-Na,2026-06-17,11:39:09,AWST,28.495,13.433,Aries,Dir,14.433,Virgo,Rx
Moon,1,Conjunction,Jupiter,1,Void,Tr-Tr,2026-06-17,15:40:32,AWST,28.496,27.283,Cancer,Dir,27.283,Cancer,Dir
Moon,2,Conjunction,Leo,2,SignIngress,Tr-Tr,2026-06-17,20:05:02,AWST,28.496,0.0,Leo,Dir,0.0,Leo,Dir
Neptune,10,Square,Pluto,6,Enter,Tr-Sa,2026-06-17,21:19:27,AWST,28.497,4.3,Aries,Dir,5.3,Capricorn,Rx
Saturn,10,Opposition,NorthNode,4,Exact,Tr-Sa,2026-06-18,01:30:23,AWST,28.497,13.467,Aries,Dir,13.467,Libra,Rx
Saturn,10,Semi-Square,Neptune,9,Leave,Tr-Sa,2026-06-18,10:06:45,AWST,28.498,13.5,Aries,Dir,27.5,Aquarius,Dir
Jupiter,1,Opposition,Neptune,7,Enter,Tr-Na,2026-06-18,12:29:54,AWST,28.498,27.467,Cancer,Dir,28.467,Capricorn,Dir
Jupiter,1,Opposition,Venus,7,Leave,Tr-Sp,2026-06-18,13:11:47,AWST,28.498,27.467,Cancer,Dir,26.467,Capricorn,Rx
Jupiter,1,Quincunx,Sun,6,Leave,Tr-Na,2026-06-18,16:15:02,AWST,28.499,27.483,Cancer,Dir,26.483,Sagittarius,Dir
Jupiter,1,Quincunx,Neptune,9,Exact,Tr-Sa,2026-06-18,16:57:49,AWST,28.499,27.5,Cancer,Dir,27.5,Aquarius,Dir
Saturn,10,Conjunction,Saturn,10,Exact,Tr-Na,2026-06-18,22:47:11,AWST,28.499,13.533,Aries,Dir,13.533,Aries,Dir
Uranus,12,Square,Moon,3,Leave,Tr-Sp,2026-06-19,00:51:07,AWST,28.500,3.05,Gemini,Dir,2.05,Virgo,Dir
Moon,3,Sextile,Sun,12,Void,Tr-Tr,2026-06-19,19:30:17,AWST,28.502,28.2,Leo,Dir,28.2,Gemini,Dir
Moon,3,Conjunction,Virgo,3,SignIngress,Tr-Tr,2026-06-19,22:36:50,AWST,28.502,0.0,Virgo,Dir,0.0,Virgo,Dir
Chiron,11,Conjunction,Taurus,11,SignIngress,Tr-Na,2026-06-20,05:19:01,AWST,28.503,0.0,Taurus,Dir,0.0,Taurus,Dir
Uranus,12,Quincunx,Mercury,6,Enter,Tr-Sp,2026-06-20,13:45:33,AWST,28.504,3.133,Gemini,Dir,4.133,Capricorn,Dir
Uranus,12,Square,NorthNode,9,Exact,Tr-Tr,2026-06-20,15:51:34,AWST,28.504,3.15,Gemini,Dir,3.15,Pisces,Rx
NorthNode,9,Sextile,Mercury,6,Leave,Tr-Sp,2026-06-20,17:43:40,AWST,28.504,3.133,Pisces,Rx,4.133,Capricorn,Dir
Jupiter,1,Semi-Square,NorthNode,3,Exact,Tr-Sp,2026-06-20,19:00:04,AWST,28.505,27.933,Cancer,Dir,12.933,Virgo,Rx
NorthNode,9,Opposition,Moon,3,Enter,Tr-Sp,2026-06-21,01:20:33,AWST,28.505,3.117,Pisces,Rx,2.117,Virgo,Dir
Jupiter,1,Sesquiquadrate,Chiron,6,Exact,Tr-Sa,2026-06-21,10:12:47,AWST,28.506,28.067,Cancer,Dir,13.067,Sagittarius,Dir
Jupiter,1,Quincunx,Mars,9,Enter,Tr-Sa,2026-06-21,18:55:53,AWST,28.507,28.133,Cancer,Dir,29.133,Aquarius,Dir
Moon,4,Sextile,Jupiter,1,Void,Tr-Tr,2026-06-22,01:33:06,AWST,28.508,28.2,Virgo,Dir,28.2,Cancer,Dir
Moon,4,Conjunction,Libra,4,SignIngress,Tr-Tr,2026-06-22,04:54:53,AWST,28.508,0.0,Libra,Dir,0.0,Libra,Dir
Chiron,11,Square,Mars,8,Exact,Tr-Na,2026-06-22,22:13:31,AWST,28.510,0.083,Taurus,Dir,0.083,Aquarius,Dir
MC,10,Sextile,Jupiter,8,Leave,Sp-Na,2026-06-23,00:30:36,AWST,28.511,20.533,Aries,Dir,19.533,Aquarius,Dir
MC,10,Sextile,Jupiter,8,Leave,Sa-Na,2026-06-23,00:30:36,AWST,28.511,20.533,Aries,Dir,19.533,Aquarius,Dir
Jupiter,1,Semi-Square,NorthNode,3,Enter,Tr-Na,2026-06-23,05:38:33,AWST,28.511,28.433,Cancer,Dir,14.433,Virgo,Rx
Jupiter,1,Opposition,Neptune,7,Exact,Tr-Na,2026-06-23,08:06:01,AWST,28.512,28.467,Cancer,Dir,28.467,Capricorn,Dir
Jupiter,1,Opposition,Neptune,8,Enter,Tr-Sp,2026-06-23,11:45:29,AWST,28.512,28.483,Cancer,Dir,29.483,Capricorn,Dir
Jupiter,1,Quincunx,Neptune,9,Leave,Tr-Sa,2026-06-23,14:03:00,AWST,28.512,28.517,Cancer,Dir,27.517,Aquarius,Dir
Jupiter,1,Conjunction,ASC,2,Enter,Tr-Sp,2026-06-23,19:30:04,AWST,28.513,28.567,Cancer,Dir,29.567,Cancer,Dir
Jupiter,2,Conjunction,HouseCusp,2,HouseChange,Tr-Na,2026-06-24,05:27:54,AWST,28.514,28.65,Cancer,Dir,28.65,Cancer,Dir
Chiron,11,Sextile,Mars,9,Leave,Tr-Sa,2026-06-24,12:10:11,AWST,28.515,0.15,Taurus,Dir,29.15,Aquarius,Dir
Moon,5,Square,Jupiter,2,Void,Tr-Tr,2026-06-24,12:11:06,AWST,28.515,28.7,Libra,Dir,28.7,Cancer,Dir
Moon,5,Conjunction,Scorpio,5,SignIngress,Tr-Tr,2026-06-24,14:43:14,AWST,28.515,0.0,Scorpio,Dir,0.0,Scorpio,Dir
Uranus,12,Sextile,Neptune,10,Enter,Tr-Tr,2026-06-24,19:01:34,AWST,28.515,3.367,Gemini,Dir,4.367,Aries,Dir
Jupiter,2,Semi-Square,NorthNode,3,Leave,Tr-Sp,2026-06-25,13:38:33,AWST,28.518,28.933,Cancer,Dir,12.933,Virgo,Rx
Saturn,10,Quincunx,NorthNode,3,Leave,Tr-Sp,2026-06-26,00:22:22,AWST,28.519,13.933,Aries,Dir,12.933,Virgo,Rx
Jupiter,2,Sesquiquadrate,Chiron,6,Leave,Tr-Sa,2026-06-26,06:13:47,AWST,28.520,29.067,Cancer,Dir,13.067,Sagittarius,Dir
Jupiter,2,Opposition,Mars,8,Enter,Tr-Na,2026-06-26,07:57:26,AWST,28.520,29.083,Cancer,Dir,0.083,Aquarius,Dir
